locus_tag	GRYC_note
CAGL0H00913g	some similarities with uniprot|Q08973 Saccharomyces cerevisiae YPL241c CIN2 involved in chromosome segregation
CAGL0H00935g	highly similar to uniprot|P46683 Saccharomyces cerevisiae YPL239w YAR1 ankyrin repeat-containing protein
CAGL0H00957g	highly similar to uniprot|P09064 Saccharomyces cerevisiae YPL237w SUI3 translation initiation factor eIF2 beta subunit
CAGL0H00979g	similar to uniprot|Q12003 Saccharomyces cerevisiae YPL236c
CAGL0H01001g	highly similar to uniprot|Q12464 Saccharomyces cerevisiae YPL235w RVB2
CAGL0H01023g	similar to uniprot|Q05635 Saccharomyces cerevisiae YDR279w
CAGL0H01045g	similar to uniprot|Q05648 Saccharomyces cerevisiae YDR282c
CAGL0H01067g	similar to uniprot|Q05541 Saccharomyces cerevisiae YDR288w
CAGL0H01089g	similar to uniprot|Q05533 Saccharomyces cerevisiae YDR287w
CAGL0H01111g	similar to uniprot|Q05530 Saccharomyces cerevisiae YDR286c
CAGL0H01144g	similar to uniprot|P31111 Saccharomyces cerevisiae YDR285w ZIP1
CAGL0H01177g	similar to uniprot|Q05521 Saccharomyces cerevisiae YDR284c DPP1 diacylglycerol pyrophosphate phosphatase
CAGL0H01199g	highly similar to uniprot|P15442 Saccharomyces cerevisiae YDR283c GCN2 ser/thr protein kinase
CAGL0H01221g	similar to uniprot|Q05543 Saccharomyces cerevisiae YDR289c RTT103 regulator of Ty1 Transposition
CAGL0H01243g	highly similar to uniprot|Q05549 Saccharomyces cerevisiae YDR291w
CAGL0H01265g	similar to uniprot|P32916 Saccharomyces cerevisiae YDR292c SRP101 signal recognition particle receptor
CAGL0H01287g	similar to uniprot|P24276 Saccharomyces cerevisiae YDR293c SSD1
CAGL0H01309g	similar to uniprot|Q05567 Saccharomyces cerevisiae YDR294c DPL1 dihydrosphingosine phosphate lyase
CAGL0H01331g	similar to uniprot|Q06629 Saccharomyces cerevisiae YDR295c PLO2
CAGL0H01353g	similar to uniprot|Q06630 Saccharomyces cerevisiae YDR296w MHR1
CAGL0H01375g	highly similar to uniprot|P38992 Saccharomyces cerevisiae YDR297w SUR2
CAGL0H01397g	highly similar to uniprot|P09457 Saccharomyces cerevisiae YDR298c ATP5
CAGL0H01419g	similar to uniprot|Q06631 Saccharomyces cerevisiae YDR299w BFR2 involved in protein transport steps at the Brefeldin A blocks
CAGL0H01441g	highly similar to uniprot|P32264 Saccharomyces cerevisiae YDR300c PRO1 glutamate 5-kinase
CAGL0H01463g	similar to uniprot|Q06632 Saccharomyces cerevisiae YDR301w CFT1 pre-mRNA 3 -end processing factor CF II
CAGL0H01485g	similar to uniprot|Q06636 Saccharomyces cerevisiae YDR302w GPI11
CAGL0H01507g	similar to uniprot|Q06639 Saccharomyces cerevisiae YDR303c RSC3
CAGL0H01529g	similar to uniprot|P35176 Saccharomyces cerevisiae YDR304c CYP5 peptidyl-prolyl cis-trans isomerase D precursor of the ER
CAGL0H01551g	similar to uniprot|Q04430 Saccharomyces cerevisiae YDR531w
CAGL0H01573g	similar to uniprot|Q04431 Saccharomyces cerevisiae YDR532c
CAGL0H01595g	similar to uniprot|Q04418 Saccharomyces cerevisiae YDR527w
CAGL0H01611g	similar to uniprot|Q3E6R4 Saccharomyces cerevisiae YDR524C-B
CAGL0H01617g	similar to uniprot|Q04412 Saccharomyces cerevisiae YDR524c AGE1
CAGL0H01639g	similar to uniprot|P08458 Saccharomyces cerevisiae YDR523c SPS1 ser/thr protein kinase
CAGL0H01661g	similar to uniprot|P08459 Saccharomyces cerevisiae YDR522c SPS2 sporulation-specific protein
CAGL0H01683g	similar to uniprot|Q04411 Saccharomyces cerevisiae YDR520c
CAGL0H01705g	similar to uniprot|P32472 Saccharomyces cerevisiae YDR519w FKB2 FK506/rapamycin-binding protein of the ER
CAGL0H01727g	similar to uniprot|P32474 Saccharomyces cerevisiae YDR518w EUG1 protein disulfide isomerase
CAGL0H01749g	no similarity
CAGL0H01771g	similar to uniprot|P40354 Saccharomyces cerevisiae YJR062c NTA1 amino-terminal amidase
CAGL0H01793g	similar to uniprot|P40355 Saccharomyces cerevisiae YJR061w
CAGL0H01815g	NA
CAGL0H01837g	NA
CAGL0H01859g	highly similar to uniprot|Q00381 Saccharomyces cerevisiae YJR058c APS2
CAGL0H01881g	similar to uniprot|P00572 Saccharomyces cerevisiae YJR057w CDC8
CAGL0H01947g	similar to uniprot|P47115 Saccharomyces cerevisiae YJR056c
CAGL0H02035g	similar to uniprot|P38806 Saccharomyces cerevisiae YHR090c YNG2
CAGL0H02057g	similar to uniprot|P28007 Saccharomyces cerevisiae YHR089c GAR1 nucleolar rRNA processing protein
CAGL0H02079g	highly similar to uniprot|P38805 Saccharomyces cerevisiae YHR088w RPF1
CAGL0H02101g	similar to uniprot|P38804 Saccharomyces cerevisiae YHR087w
CAGL0H02123g	similar to uniprot|Q00539 Saccharomyces cerevisiae YHR086w NAM8 meiotic recombination protein
CAGL0H02145g	weakly similar to uniprot|P13574 Saccharomyces cerevisiae YHR084w STE12 transcriptional activator
CAGL0H02167g	weakly similar to uniprot|P14693 Saccharomyces cerevisiae YHR083w
CAGL0H02189g	weakly similar to uniprot|Q03525 Saccharomyces cerevisiae YMR269w
CAGL0H02211g	similar to uniprot|P49960 Saccharomyces cerevisiae YMR268c PRP24 pre-mRNA splicing factor
CAGL0H02233g	similar to uniprot|P28239 Saccharomyces cerevisiae YMR267w PPA2 inorganic pyrophosphatase
CAGL0H02255g	similar to uniprot|Q03516 Saccharomyces cerevisiae YMR266w
CAGL0H02277g	no similarity
CAGL0H02299g	similar to uniprot|Q03508 Saccharomyces cerevisiae YMR265c
CAGL0H02321g	similar to uniprot|P38428 Saccharomyces cerevisiae YMR264w CUE1
CAGL0H02343g	similar to uniprot|P38429 Saccharomyces cerevisiae YMR263w SAP30 subunit of the histone deacetylase B complex
CAGL0H02365g	similar to uniprot|P38430 Saccharomyces cerevisiae YMR262w
CAGL0H02387g	similar to uniprot|P38426 Saccharomyces cerevisiae YMR261c TPS3alpha or uniprot|P38427 Saccharomyces cerevisiae YML100w TSL1
CAGL0H02409g	highly similar to uniprot|P38912 Saccharomyces cerevisiae YMR260c TIF11 translation initiation factor eIF1a
CAGL0H02431g	similar to uniprot|Q03496 Saccharomyces cerevisiae YMR259c
CAGL0H02453g	similar to uniprot|Q04847 Saccharomyces cerevisiae YMR258c
CAGL0H02475g	weakly similar to uniprot|P08468 Saccharomyces cerevisiae YMR257c PET111 required for translation of COX2 mRNA
CAGL0H02491g	highly similar to uniprot|P10174 Saccharomyces cerevisiae YMR256c COX7
CAGL0H02497g	weakly similar to uniprot|Q04839 Saccharomyces cerevisiae YMR255w GFD1 protein of the nuclear pore complex
CAGL0H02519g	similar to uniprot|Q04835 Saccharomyces cerevisiae YMR253c and similar to uniprot|Q08980 Saccharomyces cerevisiae YPL264c
CAGL0H02541g	similar to uniprot|Q04814 Saccharomyces cerevisiae YMR252c
CAGL0H02563g	similar to uniprot|Q3E6R4 Saccharomyces cerevisiae YDR524C-B
CAGL0H02585g	similar to uniprot|Q04792 Saccharomyces cerevisiae YMR250w GAD1
CAGL0H02607g	similar to uniprot|P21182 Saccharomyces cerevisiae YOL052c SPE2 adenosylmethionine decarboxylase precursor
CAGL0H02651g	similar to uniprot|Q04781 Saccharomyces cerevisiae YMR247c
CAGL0H02673g	similar to uniprot|P36144 Saccharomyces cerevisiae YKR060w
CAGL0H02695g	some similarities with uniprot|P47011 Saccharomyces cerevisiae YJL137c GLG2 self-glucosylating initiator of glycogen synthesis
CAGL0H02717g	weakly similar to uniprot|Q06244 Saccharomyces cerevisiae YLR165c
CAGL0H02739g	highly similar to uniprot|P10507 Saccharomyces cerevisiae YLR163c MAS1
CAGL0H02783g	some similarities with uniprot|P47035 Saccharomyces cerevisiae YJL076w NET1 required for rDNA silencing and nucleolar integrity
CAGL0H02805g	similar to uniprot|P47037 Saccharomyces cerevisiae YJL074c SMC3 required for structural maintenance of chromosomes
CAGL0H02827g	similar to uniprot|P40358 Saccharomyces cerevisiae YJL073w JEM
CAGL0H02849g	highly similar to uniprot|P40359 Saccharomyces cerevisiae YJL072c
CAGL0H02871g	similar to uniprot|P40360 Saccharomyces cerevisiae YJL071w ARG2
CAGL0H02893g	similar to uniprot|P40361 Saccharomyces cerevisiae YJL070c
CAGL0H02937g	similar to uniprot|P40362 Saccharomyces cerevisiae YJL069c
CAGL0H02959g	some similarities with uniprot|P53147 Saccharomyces cerevisiae YGL096w TOS8
CAGL0H03003g	similar to uniprot|P38932 Saccharomyces cerevisiae YGL095c VPS45 vacuolar protein sorting-associated protein
CAGL0H03025g	similar to uniprot|P53010 Saccharomyces cerevisiae YGL094c PAN2 component of PAB1P-stimulated poly(A) ribonuclease
CAGL0H03047g	weakly similar to uniprot|P53148 Saccharomyces cerevisiae YGL093w SPC105 spindle pole body protein
CAGL0H03069g	similar to uniprot|P49687 Saccharomyces cerevisiae YGL092w NUP145 nuclear pore protein
CAGL0H03091g	highly similar to uniprot|P52920 Saccharomyces cerevisiae YGL091c NBP35 nucleotide-binding protein
CAGL0H03113g	weakly similar to uniprot|P53150 Saccharomyces cerevisiae YGL090w LIF1 DNA ligase IV interacting factor
CAGL0H03135g	similar to uniprot|P01149 Saccharomyces cerevisiae YPL187w MFalpha1 mating pheromone alpha-1 precursor
CAGL0H03157g	highly similar to uniprot|P53152 Saccharomyces cerevisiae YGL087c MMS2 part of the error-free postreplication repair pathway
CAGL0H03179g	similar to uniprot|P40957 Saccharomyces cerevisiae YGL086w MAD1 spindle assembly checkpoint protein
CAGL0H03201g	similar to uniprot|P53153 Saccharomyces cerevisiae YGL085w
CAGL0H03223g	similar to uniprot|P53154 Saccharomyces cerevisiae YGL084c GUP1
CAGL0H03245g	similar to uniprot|P53009 Saccharomyces cerevisiae YGL083w SCY1
CAGL0H03267g	similar to uniprot|P38996 Saccharomyces cerevisiae YPL190c NAB3 polyadenylated RNA-binding protein
CAGL0H03289g	similar to uniprot|P53155 Saccharomyces cerevisiae YGL082w
CAGL0H03311g	no similarity
CAGL0H03333g	highly similar to uniprot|P53158 Saccharomyces cerevisiae YGL079w
CAGL0H03355g	similar to uniprot|P53158 Saccharomyces cerevisiae YGL079w
CAGL0H03377g	highly similar to uniprot|P20447 Saccharomyces cerevisiae YGL078c DBP3
CAGL0H03399g	highly similar to uniprot|P19807 Saccharomyces cerevisiae YGL077c HNM1 choline permease
CAGL0H03421g	weakly similar to uniprot|P53159 Saccharomyces cerevisiae YGL075c MPS2
CAGL0H03443g	weakly similar to uniprot|P10961 Saccharomyces cerevisiae YGL073w HSF1
CAGL0H03465g	no similarity possibly noncoding
CAGL0H03487g	similar to uniprot|P22149 Saccharomyces cerevisiae YGL071w RCS1 iron-regulated transcriptional repressor
CAGL0H03509g	highly similar to uniprot|P27999 Saccharomyces cerevisiae YGL070c RPB9
CAGL0H03531g	similar to uniprot|P53163 Saccharomyces cerevisiae YGL068w
CAGL0H03553g	highly similar to uniprot|P29295 Saccharomyces cerevisiae YPL204w HRR25
CAGL0H03575g	similar to uniprot|P53541 Saccharomyces cerevisiae YNL012w SPO1
CAGL0H03597g	highly similar to uniprot|P39931 Saccharomyces cerevisiae YLR250w SSP120
CAGL0H03619g	similar to uniprot|P53980 Saccharomyces cerevisiae YNL011c
CAGL0H03641g	highly similar to uniprot|P53981 Saccharomyces cerevisiae YNL010w
CAGL0H03663g	highly similar to uniprot|P41939 Saccharomyces cerevisiae YLR174w IDP2 isocitrate dehydrogenase or uniprot|P53982 Saccharomyces cerevisiae YNL009w IDP3 or uniprot|P21954 Saccharomyces cerevisiae YDL066w IDP1
CAGL0H03685g	highly similar to uniprot|P33322 Saccharomyces cerevisiae YLR175w CBF5
CAGL0H03707g	highly similar to uniprot|P25294 Saccharomyces cerevisiae YNL007c SIS1 heat shock protein
CAGL0H03729g	highly similar to uniprot|P41318 Saccharomyces cerevisiae YNL006w LST8
CAGL0H03751g	some similarities with uniprot|P48743 Saccharomyces cerevisiae YLR176c RFX1 repressor of DNA damage-inducible genes
CAGL0H03773g	highly similar to uniprot|P40693 Saccharomyces cerevisiae YNL002c RLP7
CAGL0H03795g	NA
CAGL0H03817g	highly similar to uniprot|P25374 Saccharomyces cerevisiae YCL017c NFS1
CAGL0H03839g	highly similar to uniprot|P38921 Saccharomyces cerevisiae YNL003c PET8
CAGL0H03861g	similar to uniprot|P38922 Saccharomyces cerevisiae YNL004w HRB1
CAGL0H03883g	similar to uniprot|P12687 Saccharomyces cerevisiae YNL005c MRPL2
CAGL0H03905g	highly similar to uniprot|P25605 Saccharomyces cerevisiae YCL009c ILV6 acetolactate synthase
CAGL0H03927g	weakly similar to uniprot|P25604 Saccharomyces cerevisiae YCL008c STP22
CAGL0H03949g	highly similar to uniprot|P33309 Saccharomyces cerevisiae YNL001w DOM34
CAGL0H03971g	similar to uniprot|P25349 Saccharomyces cerevisiae YCR004c YCP4 or uniprot|Q12335 Saccharomyces cerevisiae YDR032c PST2
CAGL0H03993g	highly similar to uniprot|P00890 Saccharomyces cerevisiae YNR001c CIT1
CAGL0H04015g	weakly similar to uniprot|Q06704 Saccharomyces cerevisiae YLR309c IMH1
CAGL0H04037g	weakly similar to uniprot|P28006 Saccharomyces cerevisiae YOR178c GAC1 ser/thr phosphoprotein phosphatase 1
CAGL0H04059g	no similarity
CAGL0H04081g	highly similar to uniprot|P54839 Saccharomyces cerevisiae YML126c HMGS 3-hydroxy-3-methylglutaryl coenzyme A synthase
CAGL0H04103g	similar to uniprot|Q04511 Saccharomyces cerevisiae YML088w UFO1 involved in degradation of HO protein
CAGL0H04125g	highly similar to uniprot|P54783 Saccharomyces cerevisiae YML086c ALO D-arabinono-1 4-lactone oxidase
CAGL0H04147g	no similarity
CAGL0H04169g	similar to uniprot|Q04533 Saccharomyces cerevisiae YML082w
CAGL0H04191g	highly similar to uniprot|P81450 Saccharomyces cerevisiae YML081ca ATP18
CAGL0H04213g	similar to uniprot|Q04545 Saccharomyces cerevisiae YML081w
CAGL0H04235g	highly similar to uniprot|P53759 Saccharomyces cerevisiae YML080w
CAGL0H04257g	NA
CAGL0H04279g	NA
CAGL0H04301g	highly similar to uniprot|P25719 Saccharomyces cerevisiae YML078w CPR3 cyclophilin or uniprot|P14832 Saccharomyces cerevisiae YDR155c CPH1
CAGL0H04323g	similar to uniprot|P47160 Saccharomyces cerevisiae YJR125c ENT3 cytoskeletal adaptor
CAGL0H04345g	highly similar to uniprot|Q03630 Saccharomyces cerevisiae YML077w BET5
CAGL0H04367g	weakly similar to uniprot|Q03631 Saccharomyces cerevisiae YML076c
CAGL0H04389g	similar to uniprot|P38812 Saccharomyces cerevisiae YHR100c
CAGL0H04411g	highly similar to uniprot|Q08162 Saccharomyces cerevisiae YOL021c DIS3
CAGL0H04455g	weakly similar to uniprot|Q03824 Saccharomyces cerevisiae YMR163c
CAGL0H04477g	similar to uniprot|Q12674 Saccharomyces cerevisiae YMR162c
CAGL0H04499g	similar to uniprot|P48353 Saccharomyces cerevisiae YMR161w HLJ1
CAGL0H04521g	highly similar to uniprot|P38061 Saccharomyces cerevisiae YBL092w RPL32
CAGL0H04543g	weakly similar to uniprot|P40075 Saccharomyces cerevisiae YER120w SCS2
CAGL0H04565g	some similarities with uniprot|P38175 Saccharomyces cerevisiae YBL090w MRP21
CAGL0H04587g	similar to uniprot|P40074 Saccharomyces cerevisiae YER119c
CAGL0H04609g	similar to uniprot|P38110 Saccharomyces cerevisiae YBL088c TEL1
CAGL0H04631g	similar to uniprot|P19880 Saccharomyces cerevisiae YML007w YAP1
CAGL0H04653g	highly similar to uniprot|P25087 Saccharomyces cerevisiae YML008c ERG6
CAGL0H04675g	highly similar to uniprot|Q04067 Saccharomyces cerevisiae YDR429c TIF35
CAGL0H04691g	highly similar to uniprot|P36533 Saccharomyces cerevisiae YML009c MRPL39
CAGL0H04697g	highly similar to uniprot|P27692 Saccharomyces cerevisiae YML010w SPT5
CAGL0H04719g	similar to uniprot|Q04231 Saccharomyces cerevisiae YML011c
CAGL0H04741g	similar to uniprot|P54837 Saccharomyces cerevisiae YML012w ERV25
CAGL0H04763g	highly similar to uniprot|Q01560 Saccharomyces cerevisiae YDR432w NPL3
CAGL0H04785g	similar to uniprot|Q04228 Saccharomyces cerevisiae YML013w
CAGL0H04807g	highly similar to uniprot|P49957 Saccharomyces cerevisiae YML014w
CAGL0H04829g	similar to uniprot|Q04226 Saccharomyces cerevisiae YML015c TAF40
CAGL0H04851g	similar to uniprot|P26570 Saccharomyces cerevisiae YML016c PPZ1
CAGL0H04873g	some similarities with uniprot|Q05937 Saccharomyces cerevisiae YLR375w STP3 or uniprot|Q07351 Saccharomyces cerevisiae YDL048c STP4
CAGL0H04895g	similar to uniprot|Q12318 Saccharomyces cerevisiae YLR376c
CAGL0H04917g	similar to uniprot|Q02775 Saccharomyces cerevisiae YDR088c SLU7
CAGL0H04939g	highly similar to uniprot|P09201 Saccharomyces cerevisiae YLR377c FBP1 fructose-1 6-bisphosphatase
CAGL0H04961g	highly similar to uniprot|P32915 Saccharomyces cerevisiae YLR378c SEC61
CAGL0H04983g	highly similar to uniprot|P41940 Saccharomyces cerevisiae YDL055c PSA1 mannose-1-phosphate guanyltransferase
CAGL0H05005g	similar to uniprot|Q06705 Saccharomyces cerevisiae YLR380w CSR1
CAGL0H05027g	similar to uniprot|Q12748 Saccharomyces cerevisiae YLR381w
CAGL0H05049g	similar to uniprot|P11325 Saccharomyces cerevisiae YLR382c NAM2
CAGL0H05071g	similar to uniprot|Q12749 Saccharomyces cerevisiae YLR383w RHC18
CAGL0H05093g	highly similar to uniprot|Q06706 Saccharomyces cerevisiae YLR384c IKI3
CAGL0H05115g	similar to uniprot|Q06707 Saccharomyces cerevisiae YLR385c
CAGL0H05137g	highly similar to uniprot|P54115 Saccharomyces cerevisiae YPL061w ALD6
CAGL0H05159g	similar to uniprot|Q02776 Saccharomyces cerevisiae YPL063w
CAGL0H05181g	similar to uniprot|Q02767 Saccharomyces cerevisiae YPL065w VPS28
CAGL0H05203g	similar to uniprot|Q12194 Saccharomyces cerevisiae YPL066w
CAGL0H05225g	similar to uniprot|Q02754 Saccharomyces cerevisiae YPL067c
CAGL0H05247g	weakly similar to uniprot|Q02749 Saccharomyces cerevisiae YPL068c
CAGL0H05269g	similar to uniprot|Q12051 Saccharomyces cerevisiae YPL069c BTS1
CAGL0H05291g	similar to uniprot|Q02866 Saccharomyces cerevisiae YPL070w
CAGL0H05313g	weakly similar to uniprot|Q02864 Saccharomyces cerevisiae YPL071c
CAGL0H05335g	weakly similar to uniprot|Q02863 Saccharomyces cerevisiae YPL072w UBP16
CAGL0H05357g	similar to uniprot|P40328 Saccharomyces cerevisiae YPL074w YTA6
CAGL0H05379g	similar to uniprot|P07261 Saccharomyces cerevisiae YPL075w GCR1
CAGL0H05401g	similar to uniprot|P46961 Saccharomyces cerevisiae YPL076w GPI2
CAGL0H05423g	some similarities with uniprot|Q02831 Saccharomyces cerevisiae YPL077c
CAGL0H05445g	highly similar to uniprot|P12709 Saccharomyces cerevisiae YBR196c PGI1
CAGL0H05489g	highly similar to uniprot|P05626 Saccharomyces cerevisiae YPL078c ATP4
CAGL0H05511g	highly similar to uniprot|O13516 Saccharomyces cerevisiae YPL081w RPS13B or uniprot|P05755 Saccharomyces cerevisiae YBR189w SUP46
CAGL0H05533g	highly similar to uniprot|P32333 Saccharomyces cerevisiae YPL082c MOT1
CAGL0H05555g	similar to uniprot|Q02825 Saccharomyces cerevisiae YPL083c SEN54
CAGL0H05577g	similar to uniprot|P48415 Saccharomyces cerevisiae YPL085w SEC16
CAGL0H05599g	highly similar to uniprot|Q02896 Saccharomyces cerevisiae YPL087w YDC1
CAGL0H05621g	some similarities with uniprot|Q12224 Saccharomyces cerevisiae YPL089c RLM1
CAGL0H05643g	highly similar to uniprot|P02365 Saccharomyces cerevisiae YPL090c RPS10B or uniprot|P02365 Saccharomyces cerevisiae YBR181c RPS101
CAGL0H05665g	highly similar to uniprot|P41921 Saccharomyces cerevisiae YPL091w GLR1
CAGL0H05687g	similar to uniprot|Q2VQ77 Saccharomyces cerevisiae YPL092w SSU1
CAGL0H05709g	highly similar to uniprot|Q02892 Saccharomyces cerevisiae YPL093w NOG1
CAGL0H05731g	similar to uniprot|P21825 Saccharomyces cerevisiae YPL094c SEC62
CAGL0H05753g	similar to uniprot|Q02890 Saccharomyces cerevisiae YPL096w PNG1
CAGL0H05775g	similar to uniprot|P48527 Saccharomyces cerevisiae YPL097w MSY1
CAGL0H05797g	highly similar to uniprot|Q02889 Saccharomyces cerevisiae YPL098c
CAGL0H05819g	similar to uniprot|Q02888 Saccharomyces cerevisiae YPL099c
CAGL0H05841g	similar to uniprot|Q02887 Saccharomyces cerevisiae YPL100w
CAGL0H05863g	similar to uniprot|Q02884 Saccharomyces cerevisiae YPL101w
CAGL0H05885g	highly similar to uniprot|Q02883 Saccharomyces cerevisiae YPL103c
CAGL0H05907g	similar to uniprot|P15179 Saccharomyces cerevisiae YPL104w MSD1
CAGL0H05929g	some similarities with uniprot|Q02875 Saccharomyces cerevisiae YPL105c
CAGL0H05951g	similar to uniprot|Q02873 Saccharomyces cerevisiae YPL107w
CAGL0H05973g	similar to uniprot|Q02872 Saccharomyces cerevisiae YPL108w
CAGL0H05995g	similar to uniprot|P39721 Saccharomyces cerevisiae YAL049c
CAGL0H06017g	similar to uniprot|P38124 Saccharomyces cerevisiae YBR008c FLR1
CAGL0H06039g	similar to uniprot|P38124 Saccharomyces cerevisiae YBR008c FLR1
CAGL0H06105g	highly similar to uniprot|P21242 Saccharomyces cerevisiae YOR362c PRE10
CAGL0H06127g	highly similar to uniprot|O74700 Saccharomyces cerevisiae YEL020wa TIM9
CAGL0H06149g	similar to uniprot|P31384 Saccharomyces cerevisiae YAL021c CCR4
CAGL0H06171g	similar to uniprot|P31386 Saccharomyces cerevisiae YAL020c ATS1
CAGL0H06193g	similar to uniprot|P31380 Saccharomyces cerevisiae YAL019w FUN30
CAGL0H06215g	similar to uniprot|P19659 Saccharomyces cerevisiae YOL051w GAL11
CAGL0H06237g	similar to uniprot|P31379 Saccharomyces cerevisiae YAL018c
CAGL0H06259g	similar to uniprot|P31374 Saccharomyces cerevisiae YAL017w FUN31
CAGL0H06281g	highly similar to uniprot|P31383 Saccharomyces cerevisiae YAL016w TPD3
CAGL0H06303g	similar to uniprot|P31378 Saccharomyces cerevisiae YAL015c NTG1
CAGL0H06325g	some similarities with uniprot|P31377 Saccharomyces cerevisiae YAL014c FUN34
CAGL0H06347g	similar to uniprot|P31385 Saccharomyces cerevisiae YAL013w DEP1
CAGL0H06369g	highly similar to uniprot|P31373 Saccharomyces cerevisiae YAL012w CYS3
CAGL0H06391g	similar to uniprot|P31376 Saccharomyces cerevisiae YAL011w FUN36
CAGL0H06413g	similar to uniprot|O13547 Saccharomyces cerevisiae YLR390wa CCW14
CAGL0H06435g	weakly similar to uniprot|Q06011 Saccharomyces cerevisiae YLR390w ECM19
CAGL0H06457g	highly similar to uniprot|Q06010 Saccharomyces cerevisiae YLR389c STE23
CAGL0H06479g	similar to uniprot|Q06709 Saccharomyces cerevisiae YLR387c
CAGL0H06501g	similar to uniprot|Q06708 Saccharomyces cerevisiae YLR386w
CAGL0H06523g	similar to uniprot|P40459 Saccharomyces cerevisiae YIL145c
CAGL0H06545g	similar to uniprot|P40458 Saccharomyces cerevisiae YIL146c ECM37
CAGL0H06567g	similar to uniprot|P39928 Saccharomyces cerevisiae YIL147c SLN1
CAGL0H06589g	similar to uniprot|P32354 Saccharomyces cerevisiae YIL150c DNA43
CAGL0H06611g	similar to uniprot|P36168 Saccharomyces cerevisiae YKR096w
CAGL0H06633g	highly similar to uniprot|P10963 Saccharomyces cerevisiae YKR097w PCK1
CAGL0H06655g	similar to uniprot|P40454 Saccharomyces cerevisiae YIL153w RRD1
CAGL0H06677g	similar to uniprot|P32351 Saccharomyces cerevisiae YIL154c IMP2
CAGL0H06699g	similar to uniprot|P32191 Saccharomyces cerevisiae YIL155c GUT2
CAGL0H06721g	similar to uniprot|P40453 Saccharomyces cerevisiae YIL156w UBP7
CAGL0H06732g	highly similar to uniprot|Q2V2P4 Saccharomyces cerevisiae YIL156wb
CAGL0H06743g	some similarities with uniprot|P40452 Saccharomyces cerevisiae YIL157c
CAGL0H06765g	similar to uniprot|P40450 Saccharomyces cerevisiae YIL159w BNR1
CAGL0H06787g	highly similar to uniprot|P27796 Saccharomyces cerevisiae YIL160c POT1
CAGL0H06809g	some similarities with uniprot|P36116 Saccharomyces cerevisiae YKR020w
CAGL0H06831g	similar to uniprot|Q96VH4 Saccharomyces cerevisiae YCL026cb
CAGL0H06853g	highly similar to uniprot|Q04894 Saccharomyces cerevisiae YMR318c
CAGL0H06875g	some similarities with uniprot|P05085 Saccharomyces cerevisiae YML099c ARG81
CAGL0H06897g	similar to uniprot|P11747 Saccharomyces cerevisiae YML098w FUN81
CAGL0H06919g	similar to uniprot|Q03103 Saccharomyces cerevisiae YML130c ERO1
CAGL0H06941g	similar to uniprot|P54787 Saccharomyces cerevisiae YML097c VPS9
CAGL0H06963g	similar to uniprot|Q04489 Saccharomyces cerevisiae YML096w
CAGL0H06985g	similar to uniprot|Q04500 Saccharomyces cerevisiae YML093w YMJ3
CAGL0H07007g	highly similar to uniprot|P23639 Saccharomyces cerevisiae YML092c PRE8
CAGL0H07023g	highly similar to uniprot|P81449 Saccharomyces cerevisiae YDR322ca ATP21
CAGL0H07029g	similar to uniprot|Q06678 Saccharomyces cerevisiae YDR322w MRPL35
CAGL0H07051g	highly similar to uniprot|P38986 Saccharomyces cerevisiae YDR321w ASP1
CAGL0H07073g	similar to uniprot|P69851 Saccharomyces cerevisiae YDR320ca DAD4
CAGL0H07095g	similar to uniprot|Q06677 Saccharomyces cerevisiae YDR320c SWA2
CAGL0H07117g	similar to uniprot|Q06676 Saccharomyces cerevisiae YDR319c
CAGL0H07139g	some similarities with uniprot|Q06675 Saccharomyces cerevisiae YDR318w MCM21
CAGL0H07161g	similar to uniprot|Q06674 Saccharomyces cerevisiae YDR317w
CAGL0H07183g	similar to uniprot|P38793 Saccharomyces cerevisiae YHR070w
CAGL0H07205g	highly similar to uniprot|P38792 Saccharomyces cerevisiae YHR069c RRP4
CAGL0H07227g	similar to uniprot|Q06668 Saccharomyces cerevisiae YDR316w
CAGL0H07249g	highly similar to uniprot|P38791 Saccharomyces cerevisiae YHR068w DYS1
CAGL0H07271g	similar to uniprot|Q06667 Saccharomyces cerevisiae YDR315c IPK1
CAGL0H07293g	similar to uniprot|Q06665 Saccharomyces cerevisiae YDR314c
CAGL0H07315g	similar to uniprot|Q06651 Saccharomyces cerevisiae YDR313c PIB1
CAGL0H07337g	no similarity
CAGL0H07359g	similar to uniprot|P11491 Saccharomyces cerevisiae YDR481c PHO8
CAGL0H07381g	similar to uniprot|Q03375 Saccharomyces cerevisiae YDR482c
CAGL0H07403g	similar to uniprot|P27809 Saccharomyces cerevisiae YDR483w KRE2
CAGL0H07425g	highly similar to uniprot|P33313 Saccharomyces cerevisiae YBR155w CNS1
CAGL0H07447g	weakly similar to uniprot|P38283 Saccharomyces cerevisiae YBR156c SLI15
CAGL0H07469g	weakly similar to uniprot|P34756 Saccharomyces cerevisiae YFR019w FAB1
CAGL0H07491g	similar to uniprot|P38285 Saccharomyces cerevisiae YBR158w CST13
CAGL0H07513g	highly similar to uniprot|P38286 Saccharomyces cerevisiae YBR159w
CAGL0H07535g	highly similar to uniprot|P00546 Saccharomyces cerevisiae YBR160w CDC28
CAGL0H07557g	some similarities with uniprot|P32805 Saccharomyces cerevisiae YGL254w FZF1
